id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
1	3d reconstruction	-0.8671	-0.1472	2	4	20	5	2019	0	0
2	3d video game	-0.8725	-0.1278	3	7	80	5	2019	0	0
3	3vr	-0.058	0.1021	12	10	174	6	2019	1	1.473
4	abnormality	-0.5771	-0.0566	17	17	62	6	2019	0.3333	0.491
5	absorber	0.1495	-0.1117	17	46	361	25	2019	0.24	0.3535
6	absorption	1.0323	0.0322	1	139	594	35	2019	0.8286	1.2205
7	abundance	0.2042	-0.0936	12	60	243	12	2019	1.25	1.8412
8	acacia mangium	0.2423	-0.6066	16	19	138	7	2019	0	0
9	academic information system	-1.0639	-0.0824	5	16	91	6	2019	0.1667	0.2455
10	acceptance	-1.0125	-0.1193	8	32	106	13	2019	2	2.946
11	accuracy level	-0.3651	-0.1843	17	36	136	7	2019	0.1429	0.2104
12	accuracy value	-0.8157	-0.1051	2	17	54	7	2019	0.1429	0.2104
13	accurate forecast	-0.8471	0.1861	3	44	212	11	2019	0.4545	0.6695
14	acetic acid	0.7473	-0.1571	9	66	278	15	2019	0.3333	0.491
15	acetone	1.3036	-0.1018	18	44	302	14	2019	0.5	0.7365
16	acetylene gas	0.9177	0.1708	1	10	95	5	2019	0	0
17	achievement	-0.8661	0.0219	3	33	224	13	2019	0.1538	0.2266
18	acid	0.9478	-0.2016	9	273	1428	78	2019	1.1923	1.7563
19	acidic condition	0.9796	-0.1433	11	22	73	5	2019	5.8	8.5433
20	aco	-0.2928	-0.1883	13	33	219	7	2019	0	0
21	aco algorithm	-0.5336	-0.0793	8	9	51	5	2019	0	0
22	acoustic emission	0.2036	0.0565	5	27	132	6	2019	1.3333	1.964
23	acoustic signal	-0.1496	0.0776	5	13	104	10	2019	0	0
24	activated carbon	1.0351	-0.104	11	51	366	20	2019	1.45	2.1358
25	activation function	-0.1289	-0.2351	13	48	180	9	2019	1.3333	1.964
26	activator	0.8716	0.0443	1	35	153	10	2019	0.3	0.4419
27	active site	1.0085	-0.0994	4	80	169	5	2019	1.2	1.7676
28	actuator	-0.3203	0.1662	6	30	99	16	2019	0	0
29	adoption	-0.8879	-0.0525	8	26	80	8	2019	0.125	0.1841
30	adoption model	-1.0549	-0.0989	5	9	115	5	2019	0	0
31	adsorbent	1.0565	-0.0854	11	109	603	31	2019	2.129	3.136
32	adsorption	1.0015	-0.0639	11	166	1191	57	2019	1.614	2.3774
33	adsorption capacity	1.132	-0.0718	11	80	335	15	2019	2.2	3.2406
34	adsorption process	0.9474	-0.0804	11	57	246	11	2019	2.0909	3.0799
35	aerial view image	-0.3667	-0.0068	6	3	48	6	2019	0	0
36	aerogel	1.2021	-0.1603	9	14	153	13	2019	2.6923	3.9657
37	affective aspect	-1.052	-0.1512	5	5	60	6	2019	2	2.946
38	afr	0.1706	0.3958	7	31	108	7	2019	0	0
39	aftc	-0.2584	0.1958	6	4	27	5	2019	0	0
40	agarwood oil	0.3817	-0.3364	4	11	132	6	2019	1	1.473
41	aggregate	0.7372	0.0566	1	68	269	16	2019	1	1.473
42	agile	-0.8496	-0.3255	2	11	54	5	2019	0	0
43	agnp	0.8282	-0.0344	1	23	245	13	2019	6.0769	8.9512
44	agnps	0.8136	-0.0243	1	23	187	9	2019	6.5556	9.6562
45	agricultural activity	-0.2117	0.1021	10	31	82	5	2019	0.2	0.2946
46	ahm	-0.6432	-0.0075	6	9	55	5	2019	0	0
47	air dryer	-0.2775	0.3743	7	7	32	5	2019	0	0
48	airfoil	-0.0727	0.4496	7	20	150	10	2019	0	0
49	airport	-0.6187	0.2655	3	18	83	11	2019	0.1818	0.2678
50	ais	-1.034	-0.0769	5	11	90	9	2019	0.2222	0.3273
51	al sio2	1.2665	0.071	18	18	195	11	2019	0.5455	0.8034
52	alcohol	1.1105	-0.1832	4	69	186	12	2019	0.4167	0.6137
53	alignment	-0.5509	-0.2201	2	34	189	14	2019	0	0
54	alkali activated mortar	0.6548	0.0688	1	17	123	5	2019	0.2	0.2946
55	alkalization	1.2385	0.0161	18	12	175	5	2019	0	0
56	alloy	0.6386	0.0048	1	80	879	48	2019	2.25	3.3142
57	alpha	-0.9299	-0.3227	2	42	365	19	2019	2.9474	4.3414
58	altitude	-0.4644	0.2208	6	20	78	11	2019	0	0
59	alum sludge	0.4888	0.0459	10	22	125	7	2019	5.2857	7.7858
60	alumina	1.197	0.1597	1	27	231	10	2019	0	0
61	aluminium	0.8946	-0.2037	11	59	608	32	2019	4.5625	6.7205
62	ambulance	-0.8758	-0.2215	8	3	43	7	2019	0	0
63	ammonia level	-0.0797	-0.1388	6	7	45	5	2019	0	0
64	ammonium	0.974	-0.1337	11	13	120	7	2019	1	1.473
65	amorphous carbon	0.6864	-0.1333	6	23	70	6	2019	0	0
66	analytic hierarchy process	-0.7829	-0.2693	2	23	72	7	2019	0.5714	0.8417
67	android	-0.6119	-0.0549	2	14	37	7	2019	1.1429	1.6834
68	anfis	-0.2444	0.0699	6	27	96	9	2019	1.3333	1.964
69	angular velocity	-0.0729	0.3602	7	21	135	8	2019	0	0
70	animal	0.2574	-0.3483	9	21	41	5	2019	0.6	0.8838
71	anode	0.655	0.1005	1	81	304	17	2019	1.1176	1.6463
72	anomaly	-0.6996	0.0585	3	42	196	17	2019	1.1176	1.6463
73	ansys	0.027	0.3558	7	21	65	6	2019	1.6667	2.455
74	ant colony	-0.9083	0.0534	8	10	33	5	2019	0	0
75	antenna	-0.4105	0.2019	5	21	251	34	2019	0.6765	0.9964
76	antioxidant activity	1.1182	-0.3816	4	31	173	11	2019	1.4545	2.1425
77	aqueous solution	1.0235	-0.0453	11	115	528	21	2019	2.1905	3.2265
78	archipelago	0.1051	0.1991	7	6	62	8	2019	1.5	2.2095
79	arima	-0.7798	0.1427	3	38	151	16	2019	0.5	0.7365
80	arimax	-0.7226	0.1168	3	19	151	9	2019	0	0
81	array	-0.2475	0.0987	5	82	423	42	2019	1.0476	1.5431
82	artificial aggregate	1.0891	0.0473	1	12	129	12	2019	1.25	1.8412
83	artificial aging	0.8065	-0.0253	1	18	194	7	2019	0	0
84	artificial intelligence	-0.5396	-0.1288	15	34	69	8	2019	0.125	0.1841
85	ascorbic acid	0.7547	-0.1021	16	28	212	15	2019	1	1.473
86	asd	-0.8242	-0.1046	15	9	115	5	2019	0	0
87	aspergillus niger	0.9343	-0.4499	9	43	134	5	2019	1.4	2.0622
88	asphalt	0.4958	0.0116	12	11	88	10	2019	0	0
89	assumption	-1.0766	0.1501	3	50	270	18	2019	0.9444	1.3912
90	asymmetric effect	-1.0259	0.2389	8	5	70	5	2019	0	0
91	asymmetric stent	0.0296	0.372	7	1	5	5	2019	1	1.473
92	atmosphere	0.3374	-0.1345	15	114	324	16	2019	0.1875	0.2762
93	atomic absorption spectrophotometer	0.6873	-0.1052	11	39	114	5	2019	0.8	1.1784
94	attenuation	-0.4746	0.1189	5	9	41	6	2019	0	0
95	attitude	-1.0917	-0.0619	3	28	221	21	2019	1.0952	1.6133
96	auc	-0.9094	-0.0897	2	32	193	13	2019	1.2308	1.8129
97	audio	-0.683	-0.0033	5	24	71	8	2019	0.25	0.3682
98	authenticity	-0.7723	-0.0715	2	15	114	7	2019	0	0
99	avenida dos aliados	-0.708	0.1001	7	4	60	5	2019	0	0
100	average error	-0.1741	-0.0583	6	26	71	5	2019	0	0
101	average reliability	-0.7631	0.0255	5	3	19	6	2019	0	0
102	awt	-0.7332	-0.1514	2	8	57	7	2019	0.4286	0.6313
103	bacillus subtili	0.9537	-0.3478	11	60	313	10	2019	0.6	0.8838
104	backpropagation neural network	-0.0266	-0.2279	13	56	286	10	2019	2.1	3.0933
105	bacterium	0.7134	-0.2158	11	161	1334	63	2019	2.3175	3.4136
106	baffle	-0.1289	0.5447	7	9	68	9	2019	0	0
107	baffled block	-0.692	0.8414	5	7	216	6	2019	0	0
108	bahasa indonesia	-0.8662	-0.1999	2	18	61	7	2019	0	0
109	ball	-0.5032	-0.0912	15	30	96	6	2019	0.5	0.7365
110	bam	0.2555	0.0702	1	30	102	5	2019	0	0
111	bamboo shoot	1.1226	-0.5515	4	4	35	5	2019	2	2.946
112	bank indonesia	-0.8913	0.1414	3	20	102	5	2019	1.4	2.0622
113	bar	0.5289	-0.0733	4	174	706	32	2019	0.5312	0.7825
114	barium m hexaferrite	0.5151	0.1217	1	27	107	6	2019	0	0
115	bat algorithm	-0.2688	-0.2973	15	5	72	6	2019	0	0
116	batch experiment	1.0924	-0.1185	11	36	88	5	2019	2.2	3.2406
117	batch reactor	1.0821	-0.1942	4	78	204	9	2019	0.6667	0.982
118	bed reactor	1.2041	-0.1409	4	47	181	8	2019	0.5	0.7365
119	beef	-0.3711	-0.1034	2	12	85	11	2019	3.8182	5.6241
120	behavioral intention	-0.9644	-0.0601	8	12	36	6	2019	5	7.3649
121	bengawan solo river	-0.3665	0.083	10	14	79	6	2019	0	0
122	ber	-0.4909	0.1275	5	22	195	16	2019	0.1875	0.2762
123	best accuracy	-0.6717	-0.0887	3	33	101	6	2019	0	0
124	best model	-1.0523	0.1337	3	92	279	24	2019	1.1667	1.7185
125	bet	1.2005	-0.0695	4	89	263	10	2019	0.9	1.3257
126	better accuracy	-0.6931	-0.0697	10	30	60	5	2019	1	1.473
127	better quality	-0.1995	-0.1309	5	27	52	5	2019	0.2	0.2946
128	bicycle	-0.7664	-0.0693	6	16	125	18	2019	0	0
129	bifilm	0.8375	-0.0365	1	11	276	12	2019	0	0
130	bim	-0.9286	-0.1725	8	4	35	5	2019	3	4.419
131	binder	0.9677	-0.0206	1	71	222	11	2019	0.1818	0.2678
132	bio briquette	1.0686	0.0743	1	7	54	6	2019	1	1.473
133	bioactive compound	1.0974	-0.4274	4	37	155	7	2019	0	0
134	bioaugmentation	0.9214	-0.3946	11	30	189	6	2019	0	0
135	biodegradation	0.671	-0.4428	9	40	204	12	2019	6.5	9.5744
136	biodiesel	1.0595	-0.2465	4	94	994	48	2019	0.125	0.1841
137	biodiesel production	1.244	-0.3529	4	54	257	12	2019	0.3333	0.491
138	biodiesel yield	1.2493	-0.2274	4	33	219	5	2019	0	0
139	biofouling	0.5392	0.0034	11	20	75	5	2019	0.6	0.8838
140	biofuel	1.1713	-0.123	4	46	159	6	2019	0.5	0.7365
141	biogas	0.2589	0.2018	7	16	95	8	2019	0	0
142	bioremediation	0.7599	-0.3505	11	50	191	7	2019	1	1.473
143	biosensor	0.6473	0.0104	16	33	160	14	2019	0.4286	0.6313
144	biostimulation	0.9172	-0.3965	11	27	153	5	2019	2.2	3.2406
145	bit	-0.5203	-0.0693	5	51	244	24	2019	0.7083	1.0434
146	blade	-0.0542	0.4916	7	51	553	32	2019	0.8125	1.1968
147	bldc	-0.2382	0.1673	6	25	82	10	2019	0.2	0.2946
148	bldc motor	-0.2792	0.1732	6	26	91	14	2019	0.2857	0.4209
149	blind person	-0.7188	-0.1363	15	5	17	8	2019	0	0
150	blitar	-0.6235	0.0331	6	8	14	7	2019	0.1429	0.2104
151	block	-0.5874	0.341	5	81	427	25	2019	1.08	1.5908
152	blood cockle shell	1.198	-0.0958	11	7	60	6	2019	0	0
153	bma	-0.6767	0.1616	3	8	105	10	2019	0	0
154	bmkg	-0.7552	0.1881	3	8	14	5	2019	0	0
155	bob	-0.5181	-0.2616	19	3	20	9	2019	0	0
156	bod	0.1425	0.0546	10	52	264	14	2019	3.2143	4.7346
157	boiler	0.0113	0.4623	12	65	696	41	2019	0	0
158	bolus	0.1388	-0.1554	5	3	49	7	2019	1	1.473
159	boost converter	-0.0026	0.1655	6	12	73	13	2019	0.4615	0.6798
160	bottleneck	-0.8597	-0.3427	2	16	295	16	2019	0	0
161	bottom level process model	-1.0145	-0.38	2	9	228	6	2019	0	0
162	bpm implementation	-0.8648	-0.3276	2	7	33	5	2019	1.8	2.6514
163	bpnn	-0.0368	-0.2041	13	49	406	19	2019	1.8947	2.7909
164	brain tumor	-0.7156	0.1257	17	8	72	8	2019	0.5	0.7365
165	brake pad	0.5838	0.3273	7	8	198	11	2019	0	0
166	brantas river	0.2692	0.0428	10	25	207	10	2019	4.1	6.0392
167	break	0.244	-0.2722	13	49	206	7	2019	0.2857	0.4209
168	briquette	1.1147	0.1067	1	12	59	6	2019	0.1667	0.2455
169	brown rot fungi	0.5964	-0.5023	9	9	112	7	2019	3.4286	5.0502
170	btdc	0.2143	0.6301	14	37	315	13	2019	3.3846	4.9855
171	btu	-0.6193	0.2714	10	1	6	6	2019	0	0
172	bullet tuna	0.4679	-0.3448	11	3	36	6	2019	0	0
173	bulletproof vest	0.0661	0.2698	7	7	60	6	2019	4	5.8919
174	bump surface	-0.0287	0.542	7	9	156	6	2019	0	0
175	burden material	0.052	0.3149	10	5	66	6	2019	0	0
176	business process	-0.8682	-0.3072	2	58	523	41	2019	0.9512	1.4011
177	business process management	-0.8332	-0.3122	2	19	72	9	2019	0.5556	0.8183
178	business process model	-0.927	-0.3794	2	19	65	6	2019	0.5	0.7365
179	butanol	1.3656	-0.0611	18	23	207	10	2019	0.2	0.2946
180	caffeine	0.8299	-0.3339	9	21	140	6	2019	0	0
181	calcination	1.003	0.0691	1	77	340	14	2019	0.6429	0.9469
182	calcination temperature	1.1528	0.1187	1	46	233	10	2019	0.3	0.4419
183	calcium	0.9933	-0.1813	4	43	195	8	2019	0	0
